id,session_id,ts,video_ts,persons,objects,movement_index,fps,zones_json,classes_json
11,1,2026-09-19T13:00:30,50.050000000000004,4,1,0.02640625,17.23,"{""Recepcion"": {""occupancy"": 2, ""entries"": 6, ""exits"": 3, ""peak"": 2, ""dwell_total_s"": 18.0, ""visits"": 6, ""max_occupancy"": 4, ""min_occupancy"": 1, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#7d97b8"", ""kind"": ""acceso""}, ""Area de trabajo"": {""occupancy"": 2, ""entries"": 8, ""exits"": 4, ""peak"": 3, ""dwell_total_s"": 23.5, ""visits"": 8, ""max_occupancy"": 10, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#839a8c"", ""kind"": ""area""}, ""Sala de juntas"": {""occupancy"": 0, ""entries"": 2, ""exits"": 2, ""peak"": 1, ""dwell_total_s"": 3.7, ""visits"": 2, ""max_occupancy"": 8, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#a89578"", ""kind"": ""area""}, ""Pasillo / Acceso"": {""occupancy"": 0, ""entries"": 3, ""exits"": 2, ""peak"": 1, ""dwell_total_s"": 6.3, ""visits"": 3, ""max_occupancy"": 6, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#8a8698"", ""kind"": ""acceso""}}","{""bowl"": 453, ""person"": 917}"
12,1,2026-09-19T13:00:35,55.055,4,1,0.025989583333333333,17.46,"{""Recepcion"": {""occupancy"": 1, ""entries"": 7, ""exits"": 4, ""peak"": 2, ""dwell_total_s"": 32.0, ""visits"": 7, ""max_occupancy"": 4, ""min_occupancy"": 1, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#7d97b8"", ""kind"": ""acceso""}, ""Area de trabajo"": {""occupancy"": 2, ""entries"": 8, ""exits"": 4, ""peak"": 3, ""dwell_total_s"": 43.9, ""visits"": 8, ""max_occupancy"": 10, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#839a8c"", ""kind"": ""area""}, ""Sala de juntas"": {""occupancy"": 0, ""entries"": 2, ""exits"": 2, ""peak"": 1, ""dwell_total_s"": 3.7, ""visits"": 2, ""max_occupancy"": 8, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#a89578"", ""kind"": ""area""}, ""Pasillo / Acceso"": {""occupancy"": 0, ""entries"": 3, ""exits"": 2, ""peak"": 1, ""dwell_total_s"": 6.3, ""visits"": 3, ""max_occupancy"": 6, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#8a8698"", ""kind"": ""acceso""}}","{""bowl"": 504, ""person"": 1044}"
13,1,2026-09-19T13:00:40,60.06,5,2,0.012864583333333334,17.65,"{""Recepcion"": {""occupancy"": 3, ""entries"": 8, ""exits"": 4, ""peak"": 3, ""dwell_total_s"": 32.0, ""visits"": 8, ""max_occupancy"": 4, ""min_occupancy"": 1, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#7d97b8"", ""kind"": ""acceso""}, ""Area de trabajo"": {""occupancy"": 2, ""entries"": 8, ""exits"": 4, ""peak"": 3, ""dwell_total_s"": 43.9, ""visits"": 8, ""max_occupancy"": 10, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#839a8c"", ""kind"": ""area""}, ""Sala de juntas"": {""occupancy"": 0, ""entries"": 2, ""exits"": 2, ""peak"": 1, ""dwell_total_s"": 3.7, ""visits"": 2, ""max_occupancy"": 8, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#a89578"", ""kind"": ""area""}, ""Pasillo / Acceso"": {""occupancy"": 0, ""entries"": 3, ""exits"": 2, ""peak"": 1, ""dwell_total_s"": 6.3, ""visits"": 3, ""max_occupancy"": 6, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#8a8698"", ""kind"": ""acceso""}}","{""bowl"": 542, ""person"": 1172}"
14,1,2026-09-19T13:00:45,65.065,4,2,0.0065625,17.82,"{""Recepcion"": {""occupancy"": 1, ""entries"": 8, ""exits"": 5, ""peak"": 3, ""dwell_total_s"": 42.4, ""visits"": 8, ""max_occupancy"": 4, ""min_occupancy"": 1, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#7d97b8"", ""kind"": ""acceso""}, ""Area de trabajo"": {""occupancy"": 2, ""entries"": 8, ""exits"": 4, ""peak"": 3, ""dwell_total_s"": 43.9, ""visits"": 8, ""max_occupancy"": 10, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#839a8c"", ""kind"": ""area""}, ""Sala de juntas"": {""occupancy"": 0, ""entries"": 2, ""exits"": 2, ""peak"": 1, ""dwell_total_s"": 3.7, ""visits"": 2, ""max_occupancy"": 8, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#a89578"", ""kind"": ""area""}, ""Pasillo / Acceso"": {""occupancy"": 0, ""entries"": 3, ""exits"": 2, ""peak"": 1, ""dwell_total_s"": 6.3, ""visits"": 3, ""max_occupancy"": 6, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#8a8698"", ""kind"": ""acceso""}}","{""bowl"": 582, ""person"": 1315}"
15,2,2026-09-19T13:00:34,0.0,0,0,0.0,17.67,"{""Recepcion"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 2, ""min_occupancy"": 1, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#7d97b8"", ""kind"": ""acceso""}, ""Area de trabajo"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 3, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#839a8c"", ""kind"": ""area""}, ""Sala de juntas"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 2, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#a89578"", ""kind"": ""area""}, ""Pasillo / Acceso"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 4, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#8a8698"", ""kind"": ""acceso""}}",{}
16,2,2026-09-19T13:00:39,5.005,0,1,0.0,18.27,"{""Recepcion"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 2, ""min_occupancy"": 1, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#7d97b8"", ""kind"": ""acceso""}, ""Area de trabajo"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 3, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#839a8c"", ""kind"": ""area""}, ""Sala de juntas"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 2, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#a89578"", ""kind"": ""area""}, ""Pasillo / Acceso"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 4, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#8a8698"", ""kind"": ""acceso""}}","{""bowl"": 27}"
17,2,2026-09-19T13:00:44,10.01,1,1,0.023385416666666665,18.43,"{""Recepcion"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 2, ""min_occupancy"": 1, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#7d97b8"", ""kind"": ""acceso""}, ""Area de trabajo"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 3, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#839a8c"", ""kind"": ""area""}, ""Sala de juntas"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 2, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#a89578"", ""kind"": ""area""}, ""Pasillo / Acceso"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 4, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#8a8698"", ""kind"": ""acceso""}}","{""bowl"": 57, ""person"": 13}"
18,2,2026-09-19T13:00:49,15.015,2,2,0.026302083333333334,17.86,"{""Recepcion"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 2, ""min_occupancy"": 1, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#7d97b8"", ""kind"": ""acceso""}, ""Area de trabajo"": {""occupancy"": 1, ""entries"": 1, ""exits"": 0, ""peak"": 1, ""dwell_total_s"": 0.0, ""visits"": 1, ""max_occupancy"": 3, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#839a8c"", ""kind"": ""area""}, ""Sala de juntas"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 2, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#a89578"", ""kind"": ""area""}, ""Pasillo / Acceso"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 4, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#8a8698"", ""kind"": ""acceso""}}","{""bowl"": 96, ""person"": 69}"
19,2,2026-09-19T13:00:54,20.02,3,2,0.033541666666666664,17.01,"{""Recepcion"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 2, ""min_occupancy"": 1, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#7d97b8"", ""kind"": ""acceso""}, ""Area de trabajo"": {""occupancy"": 1, ""entries"": 1, ""exits"": 0, ""peak"": 1, ""dwell_total_s"": 0.0, ""visits"": 1, ""max_occupancy"": 3, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#839a8c"", ""kind"": ""area""}, ""Sala de juntas"": {""occupancy"": 0, ""entries"": 1, ""exits"": 1, ""peak"": 1, ""dwell_total_s"": 2.7, ""visits"": 1, ""max_occupancy"": 2, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#a89578"", ""kind"": ""area""}, ""Pasillo / Acceso"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 4, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#8a8698"", ""kind"": ""acceso""}}","{""bowl"": 156, ""person"": 154}"
20,2,2026-09-19T13:00:59,25.025000000000002,2,2,0.012760416666666666,17.06,"{""Recepcion"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 2, ""min_occupancy"": 1, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#7d97b8"", ""kind"": ""acceso""}, ""Area de trabajo"": {""occupancy"": 1, ""entries"": 2, ""exits"": 0, ""peak"": 2, ""dwell_total_s"": 0.0, ""visits"": 2, ""max_occupancy"": 3, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#839a8c"", ""kind"": ""area""}, ""Sala de juntas"": {""occupancy"": 0, ""entries"": 2, ""exits"": 2, ""peak"": 1, ""dwell_total_s"": 3.7, ""visits"": 2, ""max_occupancy"": 2, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#a89578"", ""kind"": ""area""}, ""Pasillo / Acceso"": {""occupancy"": 0, ""entries"": 0, ""exits"": 0, ""peak"": 0, ""dwell_total_s"": 0.0, ""visits"": 0, ""max_occupancy"": 4, ""min_occupancy"": 0, ""desatendida"": false, ""sin_cubrir_s"": 0.0, ""color"": ""#8a8698"", ""kind"": ""acceso""}}","{""bowl"": 203, ""person"": 238}"
