escenario,operacion,t_rel_s,latencia_ms,servicio_ms,espera_cola_ms,estado,bytes,error
sostenido 15rps,resumen,2.428,101.5,100.95,0.55,200,230,
sostenido 15rps,resumen,2.451,98.73,97.78,0.95,200,230,
sostenido 15rps,filtrar,2.58,28.25,27.96,0.29,200,31988,
sostenido 15rps,buscar por texto,2.621,50.18,48.2,1.99,200,32109,
sostenido 15rps,buscar por texto,2.701,53.3,52.52,0.78,200,32224,
sostenido 15rps,resumen,2.741,105.53,104.78,0.75,200,230,
sostenido 15rps,resumen,2.742,105.04,104.54,0.5,200,230,
sostenido 15rps,historial de la ficha,2.777,14.05,13.47,0.57,200,8039,
sostenido 15rps,resumen,2.802,99.39,99.14,0.26,200,230,
sostenido 15rps,listar libreta,2.921,26.46,26.28,0.18,200,64586,
sostenido 15rps,filtrar,2.939,54.72,52.49,2.23,200,32448,
sostenido 15rps,buscar por texto,2.942,64.94,63.96,0.98,200,32075,
sostenido 15rps,abrir ficha,2.975,21.23,20.54,0.69,200,1272,
sostenido 15rps,filtrar,3.027,36.79,36.08,0.72,200,32452,
sostenido 15rps,resumen,3.095,101.58,101.2,0.38,200,230,
sostenido 15rps,listar libreta,3.218,30.06,28.88,1.18,200,64669,
sostenido 15rps,buscar por texto,3.227,45.91,45.44,0.47,200,32233,
sostenido 15rps,abrir ficha,3.307,10.95,10.47,0.49,200,1271,
sostenido 15rps,buscar por texto,3.322,47.56,47.32,0.24,200,32267,
sostenido 15rps,abrir ficha,3.368,10.4,8.97,1.42,200,1272,
sostenido 15rps,filtrar,3.425,30.55,29.76,0.78,200,32367,
sostenido 15rps,abrir ficha,3.458,9.97,9.29,0.67,200,1266,
sostenido 15rps,buscar por texto,3.648,48.45,47.68,0.77,200,32196,
sostenido 15rps,resumen,3.677,103.76,103.0,0.76,200,230,
sostenido 15rps,buscar por texto,3.785,45.72,45.21,0.51,200,32233,
sostenido 15rps,abrir ficha,3.869,13.12,12.21,0.91,200,1275,
sostenido 15rps,buscar por texto,3.877,46.42,46.09,0.33,200,32255,
sostenido 15rps,buscar por texto,3.926,43.59,42.47,1.12,200,32677,
sostenido 15rps,listar libreta,3.971,32.43,31.82,0.61,200,64667,
sostenido 15rps,abrir ficha,3.977,13.58,12.6,0.98,200,1294,
sostenido 15rps,duplicados,4.066,5894.94,5894.35,0.59,200,2197582,
sostenido 15rps,filtrar,4.11,30.19,29.67,0.52,200,32367,
sostenido 15rps,resumen,4.154,206.46,205.34,1.12,200,230,
sostenido 15rps,listar libreta,4.163,39.9,39.54,0.37,200,64669,
sostenido 15rps,buscar por texto,4.183,56.35,55.27,1.08,200,32224,
sostenido 15rps,buscar por texto,4.495,157.07,156.25,0.82,200,32269,
sostenido 15rps,etiquetas,4.515,89.33,88.32,1.01,200,236,
sostenido 15rps,resumen,4.538,168.08,167.14,0.94,200,230,
sostenido 15rps,abrir ficha,4.617,21.79,19.69,2.1,200,1268,
sostenido 15rps,listar libreta,4.833,415.41,414.56,0.85,200,64586,
sostenido 15rps,resumen,4.88,375.85,375.12,0.73,200,230,
sostenido 15rps,resumen,4.887,369.06,368.57,0.49,200,230,
sostenido 15rps,historial de la ficha,5.015,194.81,194.32,0.49,200,3835,
sostenido 15rps,resumen,5.045,236.83,236.62,0.21,200,230,
sostenido 15rps,resumen,5.051,210.13,209.76,0.37,200,230,
sostenido 15rps,historial de la ficha,5.09,150.53,149.52,1.01,200,9584,
sostenido 15rps,filtrar,5.108,387.05,386.78,0.27,200,32367,
sostenido 15rps,listar libreta,5.147,385.62,382.49,3.13,200,64721,
sostenido 15rps,resumen,5.174,387.18,387.03,0.15,200,230,
sostenido 15rps,resumen,5.262,326.92,326.69,0.22,200,230,
sostenido 15rps,listar libreta,5.271,354.83,354.51,0.32,200,64669,
sostenido 15rps,listar libreta,5.281,398.12,397.3,0.81,200,64721,
sostenido 15rps,listar libreta,5.31,415.5,415.19,0.32,200,64586,
sostenido 15rps,listar libreta,5.349,367.41,366.42,1.0,200,64721,
sostenido 15rps,abrir ficha,5.458,102.29,101.04,1.26,200,1267,
sostenido 15rps,etiquetas,5.46,94.4,93.49,0.91,200,236,
sostenido 15rps,resumen,5.626,153.28,152.34,0.94,200,230,
sostenido 15rps,etiquetas,5.742,36.79,36.18,0.61,200,236,
sostenido 15rps,filtrar,5.817,247.22,246.84,0.38,200,32367,
sostenido 15rps,resumen,5.945,216.79,216.35,0.44,200,230,
sostenido 15rps,etiquetas,6.008,35.48,35.15,0.33,200,236,
sostenido 15rps,listar libreta,6.101,292.78,292.13,0.65,200,64669,
sostenido 15rps,resumen,6.116,311.64,310.66,0.98,200,230,
sostenido 15rps,buscar por texto,6.213,241.16,239.75,1.41,200,32075,
sostenido 15rps,listar libreta,6.216,249.38,248.92,0.46,200,64667,
sostenido 15rps,abrir ficha,6.218,185.94,185.39,0.55,200,1275,
sostenido 15rps,listar libreta,6.46,56.46,55.69,0.76,200,64586,
sostenido 15rps,resumen,6.545,302.32,301.16,1.16,200,230,
sostenido 15rps,buscar por texto,6.558,303.21,302.95,0.26,200,32255,
sostenido 15rps,buscar por texto,6.678,231.83,230.14,1.69,200,32109,
sostenido 15rps,historial de la ficha,6.714,136.85,135.83,1.02,200,4101,
sostenido 15rps,resumen,6.824,145.67,145.36,0.31,200,230,
sostenido 15rps,etiquetas,6.869,35.57,35.29,0.28,200,236,
sostenido 15rps,buscar por texto,6.887,96.63,94.91,1.71,200,32272,
sostenido 15rps,etiquetas,6.908,61.15,60.89,0.26,200,236,
sostenido 15rps,filtrar,6.987,63.99,63.59,0.4,200,32297,
sostenido 15rps,abrir ficha,7.114,228.57,227.5,1.07,200,1292,
sostenido 15rps,resumen,7.171,297.05,296.31,0.74,200,230,
sostenido 15rps,abrir ficha,7.292,53.76,52.21,1.55,200,1266,
sostenido 15rps,resumen,7.362,164.1,163.54,0.57,200,230,
sostenido 15rps,resumen,7.381,190.95,189.29,1.66,200,230,
sostenido 15rps,listar libreta,7.419,877.72,876.1,1.63,200,64669,
sostenido 15rps,listar libreta,7.477,943.55,942.73,0.82,200,64669,
sostenido 15rps,listar libreta,7.527,968.77,968.46,0.31,200,64667,
sostenido 15rps,buscar por texto,7.529,691.39,691.2,0.19,200,32203,
sostenido 15rps,listar libreta,7.602,751.39,750.68,0.71,200,64586,
sostenido 15rps,buscar por texto,7.644,798.11,797.56,0.55,200,32272,
sostenido 15rps,abrir ficha,7.782,311.24,310.83,0.41,200,1271,
sostenido 15rps,abrir ficha,7.854,193.45,191.32,2.13,200,1273,
sostenido 15rps,listar libreta,7.875,662.58,661.34,1.24,200,64586,
sostenido 15rps,resumen,7.913,231.52,230.22,1.3,200,230,
sostenido 15rps,buscar por texto,7.967,422.7,421.04,1.67,200,32353,
sostenido 15rps,buscar por texto,7.995,443.86,442.81,1.04,200,32196,
sostenido 15rps,resumen,8.18,151.73,150.25,1.49,200,230,
sostenido 15rps,abrir ficha,8.236,76.26,75.32,0.95,200,1276,
sostenido 15rps,listar libreta,8.365,236.0,235.38,0.62,200,64667,
sostenido 15rps,resumen,8.401,146.07,145.86,0.21,200,230,
sostenido 15rps,resumen,8.486,133.18,132.15,1.03,200,230,
sostenido 15rps,buscar por texto,8.505,121.63,121.07,0.56,200,32677,
sostenido 15rps,abrir ficha,8.517,43.75,42.8,0.95,200,1279,
sostenido 15rps,etiquetas,8.654,29.33,28.53,0.8,200,236,
sostenido 15rps,etiquetas,8.691,27.01,26.74,0.27,200,236,
sostenido 15rps,buscar por texto,8.733,64.86,64.29,0.57,200,32066,
sostenido 15rps,listar libreta,8.825,346.36,345.54,0.81,200,64586,
sostenido 15rps,listar libreta,9.117,185.61,184.46,1.14,200,64669,
sostenido 15rps,listar libreta,9.134,217.56,216.51,1.05,200,64667,
sostenido 15rps,filtrar,9.143,145.73,145.0,0.73,200,32367,
sostenido 15rps,abrir ficha,9.161,48.19,47.11,1.08,200,1271,
sostenido 15rps,buscar por texto,9.232,114.06,113.74,0.32,200,32203,
sostenido 15rps,resumen,9.259,153.51,153.2,0.31,200,230,
sostenido 15rps,abrir ficha,9.283,41.96,40.62,1.34,200,1291,
sostenido 15rps,resumen,9.387,142.18,141.99,0.19,200,230,
sostenido 15rps,resumen,9.472,160.56,159.66,0.91,200,230,
sostenido 15rps,etiquetas,9.524,63.33,62.42,0.91,200,236,
sostenido 15rps,resumen,9.538,181.13,180.06,1.06,200,230,
sostenido 15rps,listar libreta,9.708,277.98,276.88,1.1,200,64669,
sostenido 15rps,resumen,9.829,227.76,227.0,0.76,200,230,
sostenido 15rps,etiquetas,9.894,98.87,98.33,0.54,200,236,
sostenido 15rps,etiquetas,9.933,62.06,61.4,0.65,200,236,
sostenido 15rps,etiquetas,10.031,24.49,23.32,1.17,200,236,
sostenido 15rps,resumen,10.126,103.44,102.4,1.04,200,230,
sostenido 15rps,listar libreta,10.186,29.43,27.85,1.58,200,64721,
sostenido 15rps,listar libreta,10.23,24.24,24.04,0.2,200,64721,
sostenido 15rps,listar libreta,10.249,27.29,26.17,1.12,200,64721,
sostenido 15rps,resumen,10.504,102.93,102.4,0.53,200,230,
sostenido 15rps,abrir ficha,10.622,11.13,10.59,0.55,200,1291,
sostenido 15rps,resumen,10.695,103.04,102.49,0.55,200,230,
sostenido 15rps,abrir ficha,10.758,11.96,10.9,1.06,200,1275,
sostenido 15rps,listar libreta,10.767,30.06,29.0,1.06,200,64586,
sostenido 15rps,resumen,10.782,105.87,103.83,2.04,200,230,
sostenido 15rps,etiquetas,10.946,25.05,23.15,1.91,200,236,
sostenido 15rps,listar libreta,10.968,25.6,24.96,0.64,200,64667,
sostenido 15rps,resumen,11.101,102.89,101.64,1.25,200,230,
sostenido 15rps,listar libreta,11.146,26.67,26.15,0.52,200,64586,
sostenido 15rps,etiquetas,11.332,22.88,22.45,0.43,200,236,
sostenido 15rps,listar libreta,11.48,26.85,25.84,1.01,200,64667,
sostenido 15rps,etiquetas,11.521,22.34,21.65,0.69,200,236,
sostenido 15rps,buscar por texto,11.611,63.29,62.21,1.07,200,32185,
sostenido 15rps,listar libreta,11.621,26.41,25.87,0.55,200,64669,
sostenido 15rps,listar libreta,11.645,44.32,43.07,1.26,200,64586,
sostenido 15rps,buscar por texto,11.687,46.31,45.73,0.57,200,32677,
sostenido 15rps,listar libreta,11.695,25.79,25.48,0.31,200,64669,
sostenido 15rps,buscar por texto,11.758,47.99,47.12,0.87,200,32151,
sostenido 15rps,resumen,11.876,137.12,136.44,0.68,200,230,
sostenido 15rps,resumen,11.882,131.74,130.77,0.97,200,230,
sostenido 15rps,listar libreta,11.899,31.14,30.82,0.32,200,64721,
sostenido 15rps,abrir ficha,11.991,11.13,10.34,0.79,200,1275,
sostenido 15rps,listar libreta,12.248,30.22,28.94,1.27,200,64667,
sostenido 15rps,listar libreta,12.453,36.27,34.9,1.37,200,64721,
sostenido 15rps,resumen,12.462,111.1,110.85,0.26,200,230,
sostenido 15rps,abrir ficha,12.502,13.28,12.05,1.23,200,1271,
sostenido 15rps,etiquetas,12.518,23.76,22.73,1.03,200,236,
sostenido 15rps,abrir ficha,12.567,12.67,12.2,0.47,200,1288,
sostenido 15rps,buscar por texto,12.715,47.29,46.05,1.25,200,32269,
sostenido 15rps,resumen,12.786,106.96,106.31,0.65,200,230,
sostenido 15rps,resumen,12.938,104.48,103.26,1.22,200,230,
sostenido 15rps,abrir ficha,12.964,10.12,9.94,0.18,200,1281,
sostenido 15rps,abrir ficha,12.975,12.17,11.83,0.34,200,1283,
sostenido 15rps,listar libreta,13.13,27.81,26.65,1.15,200,64721,
sostenido 15rps,abrir ficha,13.173,11.26,10.21,1.05,200,1291,
sostenido 15rps,abrir ficha,13.253,12.02,10.77,1.25,200,1283,
sostenido 15rps,listar libreta,13.269,88.35,87.83,0.52,200,64586,
sostenido 15rps,listar libreta,13.308,70.22,69.45,0.77,200,64667,
sostenido 15rps,abrir ficha,13.397,10.27,9.49,0.78,200,1294,
sostenido 15rps,listar libreta,13.533,26.45,25.2,1.25,200,64669,
sostenido 15rps,abrir ficha,13.56,9.03,8.74,0.29,200,1290,
sostenido 15rps,etiquetas,13.591,22.36,21.52,0.84,200,236,
sostenido 15rps,resumen,13.696,105.26,104.42,0.84,200,230,
sostenido 15rps,resumen,13.725,103.71,103.43,0.28,200,230,
sostenido 15rps,buscar por texto,13.734,51.1,50.87,0.23,200,32182,
sostenido 15rps,listar libreta,13.809,27.55,25.7,1.86,200,64667,
sostenido 15rps,listar libreta,13.974,25.0,24.29,0.71,200,64721,
sostenido 15rps,buscar por texto,14.013,60.05,59.45,0.6,200,32267,
sostenido 15rps,buscar por texto,14.024,73.76,73.17,0.59,200,32196,
sostenido 15rps,filtrar,14.054,130.98,130.7,0.28,200,32452,
sostenido 15rps,buscar por texto,14.055,129.71,129.67,0.03,200,32233,
sostenido 15rps,listar libreta,14.071,156.0,155.21,0.8,200,64669,
sostenido 15rps,abrir ficha,14.085,38.97,37.06,1.91,200,1285,
sostenido 15rps,resumen,14.1,153.07,152.89,0.18,200,230,
sostenido 15rps,filtrar,14.129,87.3,86.49,0.81,200,32446,
sostenido 15rps,buscar por texto,14.142,93.3,92.89,0.41,200,32206,
sostenido 15rps,buscar por texto,14.247,44.54,44.11,0.43,200,32185,
sostenido 15rps,etiquetas,14.308,21.58,20.94,0.64,200,236,
sostenido 15rps,resumen,14.525,101.01,99.84,1.17,200,230,
sostenido 15rps,abrir ficha,14.548,10.57,10.38,0.19,200,1293,
sostenido 15rps,listar libreta,14.802,26.19,25.18,1.01,200,64721,
sostenido 15rps,buscar por texto,15.053,47.58,47.1,0.47,200,32236,
sostenido 15rps,listar libreta,15.105,24.72,24.4,0.32,200,64721,
sostenido 15rps,filtrar,15.127,29.56,27.79,1.77,200,32398,
sostenido 15rps,listar libreta,15.157,22.32,22.14,0.18,200,64586,
sostenido 15rps,abrir ficha,15.186,9.93,9.48,0.45,200,1275,
sostenido 15rps,listar libreta,15.213,24.91,23.37,1.53,200,64586,
sostenido 15rps,listar libreta,15.296,27.11,26.85,0.27,200,64667,
sostenido 15rps,etiquetas,15.299,24.88,24.71,0.17,200,236,
sostenido 15rps,listar libreta,15.49,27.77,26.73,1.04,200,64667,
sostenido 15rps,etiquetas,15.542,22.31,21.85,0.46,200,236,
sostenido 15rps,resumen,15.551,104.58,103.62,0.95,200,230,
sostenido 15rps,listar libreta,15.605,28.8,27.63,1.17,200,64667,
sostenido 15rps,abrir ficha,15.704,11.32,10.89,0.42,200,1277,
sostenido 15rps,listar libreta,15.733,50.26,48.65,1.61,200,64586,
sostenido 15rps,listar libreta,15.755,46.58,45.95,0.64,200,64586,
sostenido 15rps,listar libreta,15.986,89.17,88.75,0.42,200,64586,
sostenido 15rps,abrir ficha,16.168,12.41,11.93,0.47,200,1271,
sostenido 15rps,abrir ficha,16.25,13.3,11.42,1.88,200,1291,
sostenido 15rps,filtrar,16.27,36.46,36.29,0.17,200,32448,
sostenido 15rps,resumen,16.379,101.17,100.86,0.31,200,230,
sostenido 15rps,etiquetas,16.402,21.37,20.21,1.16,200,236,
sostenido 15rps,etiquetas,16.443,21.02,20.2,0.83,200,236,
sostenido 15rps,buscar por texto,16.527,46.67,45.51,1.16,200,32311,
sostenido 15rps,buscar por texto,16.714,47.02,46.67,0.35,200,32182,
sostenido 15rps,resumen,16.779,133.55,132.21,1.34,200,230,
sostenido 15rps,listar libreta,16.841,29.76,29.08,0.67,200,64667,
sostenido 15rps,buscar por texto,16.844,68.24,67.75,0.5,200,32353,
sostenido 15rps,filtrar,16.876,66.58,65.75,0.83,200,32306,
sostenido 15rps,resumen,16.876,140.06,139.2,0.85,200,230,
sostenido 15rps,buscar por texto,17.142,49.38,48.64,0.74,200,32267,
sostenido 15rps,buscar por texto,17.207,48.19,47.93,0.26,200,32224,
sostenido 15rps,listar libreta,17.209,25.85,25.32,0.53,200,64667,
sostenido 15rps,listar libreta,17.265,25.02,24.48,0.54,200,64586,
sostenido 15rps,etiquetas,17.392,22.5,22.0,0.5,200,236,
sostenido 15rps,historial de la ficha,17.45,14.42,12.53,1.89,200,11835,
sostenido 15rps,abrir ficha,17.516,11.92,10.37,1.55,200,1298,
sostenido 15rps,filtrar,17.571,45.27,44.34,0.93,200,32452,
sostenido 15rps,etiquetas,17.574,25.76,24.73,1.04,200,236,
sostenido 15rps,buscar por texto,17.599,46.77,46.05,0.71,200,32269,
sostenido 15rps,resumen,17.706,101.43,100.93,0.5,200,230,
sostenido 15rps,resumen,17.714,104.97,104.3,0.67,200,230,
sostenido 15rps,resumen,17.796,117.83,116.82,1.01,200,230,
sostenido 15rps,resumen,17.814,123.7,121.43,2.28,200,230,
sostenido 15rps,listar libreta,17.815,54.24,52.25,1.99,200,64721,
sostenido 15rps,listar libreta,17.828,61.16,59.19,1.97,200,64667,
sostenido 15rps,buscar por texto,17.831,64.88,64.43,0.46,200,32203,
sostenido 15rps,resumen,17.861,110.07,109.08,1.0,200,230,
sostenido 15rps,listar libreta,17.911,24.27,23.11,1.17,200,64586,
sostenido 15rps,listar libreta,18.168,31.12,30.04,1.07,200,64667,
sostenido 15rps,etiquetas,18.315,25.53,24.34,1.19,200,236,
sostenido 15rps,abrir ficha,18.436,11.2,10.48,0.72,200,1272,
sostenido 15rps,buscar por texto,18.52,48.11,46.91,1.21,200,32196,
sostenido 15rps,abrir ficha,18.712,12.05,10.35,1.7,200,1268,
sostenido 15rps,filtrar,18.919,30.61,29.66,0.95,200,31988,
sostenido 15rps,resumen,18.974,103.22,102.82,0.4,200,230,
sostenido 15rps,buscar por texto,19.113,48.9,47.9,1.0,200,32223,
sostenido 15rps,buscar por texto,19.126,126.03,125.62,0.41,200,32066,
sostenido 15rps,buscar por texto,19.181,100.8,100.43,0.37,200,32272,
sostenido 15rps,resumen,19.19,156.28,155.51,0.77,200,230,
sostenido 15rps,resumen,19.197,150.34,149.62,0.72,200,230,
sostenido 15rps,etiquetas,19.382,23.29,21.25,2.04,200,236,
sostenido 15rps,listar libreta,19.574,24.58,24.04,0.54,200,64586,
sostenido 15rps,resumen,19.622,101.44,100.66,0.78,200,230,
sostenido 15rps,buscar por texto,19.783,48.17,47.55,0.62,200,32075,
sostenido 15rps,abrir ficha,20.093,11.58,10.16,1.43,200,1291,
sostenido 15rps,listar libreta,20.13,29.8,27.97,1.83,200,64667,
sostenido 15rps,resumen,20.131,107.27,106.69,0.59,200,230,
sostenido 15rps,etiquetas,20.23,23.0,20.83,2.17,200,236,
sostenido 15rps,buscar por texto,20.415,60.97,59.93,1.04,200,32203,
sostenido 15rps,etiquetas,20.447,24.77,24.43,0.33,200,236,
sostenido 15rps,buscar por texto,20.456,48.49,48.34,0.14,200,32272,
sostenido 15rps,resumen,20.457,104.79,104.7,0.09,200,230,
sostenido 15rps,resumen,20.592,100.74,100.39,0.35,200,230,
sostenido 15rps,resumen,20.625,104.31,103.52,0.79,200,230,
sostenido 15rps,buscar por texto,20.748,46.66,45.96,0.7,200,32311,
sostenido 15rps,buscar por texto,20.791,47.4,47.12,0.28,200,32316,
sostenido 15rps,resumen,20.927,111.46,110.72,0.74,200,230,
sostenido 15rps,listar libreta,20.979,81.73,81.0,0.74,200,64721,
sostenido 15rps,filtrar,20.989,73.65,73.06,0.59,200,32367,
sostenido 15rps,resumen,20.99,129.96,129.74,0.23,200,230,
sostenido 15rps,etiquetas,21.001,48.71,47.66,1.05,200,236,
sostenido 15rps,resumen,21.013,151.67,150.45,1.22,200,230,
sostenido 15rps,listar libreta,21.054,34.06,32.98,1.08,200,64667,
sostenido 15rps,etiquetas,21.065,23.34,22.54,0.8,200,236,
sostenido 15rps,buscar por texto,21.182,49.04,47.41,1.64,200,32196,
sostenido 15rps,abrir ficha,21.309,12.41,11.4,1.01,200,1261,
sostenido 15rps,resumen,21.354,127.28,127.06,0.22,200,230,
sostenido 15rps,listar libreta,21.401,26.71,25.48,1.23,200,64667,
sostenido 15rps,resumen,21.516,117.71,117.24,0.47,200,230,
sostenido 15rps,buscar por texto,21.859,50.42,49.77,0.65,200,32066,
sostenido 15rps,filtrar,22.029,51.58,51.0,0.58,200,32302,
sostenido 15rps,historial de la ficha,22.097,17.69,17.19,0.5,200,9584,
sostenido 15rps,buscar por texto,22.101,52.69,51.94,0.75,200,32180,
sostenido 15rps,etiquetas,22.319,22.81,21.99,0.82,200,236,
sostenido 15rps,abrir ficha,22.357,10.49,10.16,0.33,200,1275,
sostenido 15rps,abrir ficha,22.515,14.41,13.33,1.08,200,1279,
sostenido 15rps,etiquetas,22.588,28.9,28.49,0.41,200,236,
sostenido 15rps,listar libreta,22.622,33.46,33.3,0.16,200,64586,
sostenido 15rps,buscar por texto,22.664,52.24,51.48,0.76,200,32066,
sostenido 15rps,historial de la ficha,22.675,11.93,10.39,1.54,200,3337,
sostenido 15rps,listar libreta,22.89,28.84,27.32,1.52,200,64586,
sostenido 15rps,resumen,22.943,107.86,106.94,0.92,200,230,
sostenido 15rps,buscar por texto,23.004,51.11,50.23,0.87,200,32224,
sostenido 15rps,buscar por texto,23.033,45.72,44.64,1.08,200,32353,
sostenido 15rps,resumen,23.081,100.65,100.25,0.4,200,230,
sostenido 15rps,buscar por texto,23.139,51.97,51.68,0.28,200,32224,
sostenido 15rps,buscar por texto,23.254,45.81,45.36,0.45,200,32272,
sostenido 15rps,etiquetas,23.306,24.06,23.17,0.89,200,236,
sostenido 15rps,resumen,23.319,98.75,97.93,0.82,200,230,
sostenido 15rps,etiquetas,23.324,22.66,21.57,1.09,200,236,
sostenido 15rps,duplicados,23.355,6134.92,6133.67,1.25,200,2197582,
sostenido 15rps,listar libreta,23.656,176.13,173.89,2.25,200,64667,
sostenido 15rps,resumen,23.726,176.28,174.43,1.85,200,230,
sostenido 15rps,resumen,23.798,111.19,110.75,0.44,200,230,
sostenido 15rps,abrir ficha,23.83,13.5,12.64,0.86,200,1270,
sostenido 15rps,resumen,23.893,447.06,446.73,0.32,200,230,
sostenido 15rps,listar libreta,23.93,506.07,505.3,0.77,200,64721,
sostenido 15rps,historial de la ficha,23.938,442.27,441.45,0.81,200,8584,
sostenido 15rps,buscar por texto,24.043,396.58,395.08,1.49,200,32269,
sostenido 15rps,resumen,24.092,347.75,346.78,0.97,200,230,
sostenido 15rps,buscar por texto,24.109,389.62,389.16,0.46,200,32267,
sostenido 15rps,resumen,24.109,361.65,361.0,0.65,200,230,
sostenido 15rps,listar libreta,24.36,109.09,108.04,1.04,200,64586,
sostenido 15rps,resumen,24.421,323.73,322.97,0.76,200,230,
sostenido 15rps,filtrar,24.475,66.6,66.4,0.2,200,32367,
sostenido 15rps,listar libreta,24.528,397.22,396.92,0.3,200,64586,
sostenido 15rps,etiquetas,24.532,223.46,223.21,0.25,200,236,
sostenido 15rps,filtrar,24.579,357.48,356.89,0.59,200,32306,
sostenido 15rps,listar libreta,24.631,283.08,282.62,0.47,200,64586,
sostenido 15rps,listar libreta,24.671,208.49,207.34,1.16,200,64721,
sostenido 15rps,abrir ficha,24.677,187.88,187.33,0.54,200,1287,
sostenido 15rps,resumen,24.691,218.66,217.92,0.75,200,230,
sostenido 15rps,resumen,24.746,187.86,187.7,0.16,200,230,
sostenido 15rps,buscar por texto,24.799,178.53,178.04,0.49,200,32203,
sostenido 15rps,listar libreta,24.877,162.77,161.2,1.58,200,64669,
sostenido 15rps,resumen,24.922,147.59,145.83,1.76,200,230,
sostenido 15rps,listar libreta,24.985,102.3,101.3,1.0,200,64721,
sostenido 15rps,buscar por texto,25.138,200.78,198.59,2.19,200,32075,
sostenido 15rps,listar libreta,25.244,78.17,76.3,1.86,200,64586,
sostenido 15rps,buscar por texto,25.293,83.48,82.43,1.05,200,32332,
sostenido 15rps,etiquetas,25.382,31.97,31.62,0.35,200,236,
sostenido 15rps,abrir ficha,25.425,16.21,15.98,0.23,200,1272,
sostenido 15rps,abrir ficha,25.441,11.65,11.34,0.31,200,1288,
sostenido 15rps,abrir ficha,25.513,126.06,125.64,0.41,200,1292,
sostenido 15rps,filtrar,25.625,49.7,49.01,0.68,200,32367,
sostenido 15rps,filtrar,25.704,63.32,62.87,0.45,200,32448,
sostenido 15rps,resumen,25.79,330.45,329.77,0.68,200,230,
sostenido 15rps,buscar por texto,25.8,259.66,259.05,0.62,200,32224,
sostenido 15rps,listar libreta,26.014,80.03,78.66,1.37,200,64721,
sostenido 15rps,listar libreta,26.188,334.89,334.21,0.68,200,64586,
sostenido 15rps,buscar por texto,26.2,354.01,353.78,0.24,200,32203,
sostenido 15rps,listar libreta,26.203,324.09,323.37,0.72,200,64669,
sostenido 15rps,listar libreta,26.409,226.67,224.5,2.17,200,64667,
