escenario,operacion,t_rel_s,latencia_ms,servicio_ms,espera_cola_ms,estado,bytes,error
escrituras,alta de contacto,18.827,67.29,66.63,0.67,422,200,HTTP 422
escrituras,editar contacto,18.844,232.87,232.5,0.37,200,1279,
escrituras,editar contacto,18.887,241.65,240.83,0.81,200,1268,
escrituras,editar contacto,18.956,340.24,339.57,0.68,200,1287,
escrituras,editar contacto,18.976,345.18,344.75,0.42,200,1276,
escrituras,editar contacto,19.024,278.27,278.05,0.22,200,1282,
escrituras,editar contacto,19.037,318.87,318.39,0.48,200,1264,
escrituras,alta de contacto,19.042,288.76,287.93,0.83,422,200,HTTP 422
escrituras,editar contacto,19.05,289.36,288.8,0.57,200,1272,
escrituras,editar contacto,19.078,482.42,481.51,0.91,200,1289,
escrituras,editar contacto,19.239,339.82,338.95,0.87,200,1292,
escrituras,alta de contacto,19.248,118.27,117.26,1.01,422,200,HTTP 422
escrituras,editar contacto,19.308,320.63,319.73,0.9,200,1292,
escrituras,alta de contacto,19.421,103.24,102.69,0.55,422,200,HTTP 422
escrituras,editar contacto,19.482,275.35,274.38,0.97,200,1280,
escrituras,editar contacto,19.493,278.0,277.27,0.73,200,1275,
escrituras,alta de contacto,19.506,123.16,122.25,0.91,422,200,HTTP 422
escrituras,alta de contacto,19.535,130.86,129.7,1.16,422,200,HTTP 422
escrituras,alta de contacto,19.535,111.29,109.66,1.63,422,200,HTTP 422
escrituras,editar contacto,19.581,259.06,258.33,0.73,200,1268,
escrituras,editar contacto,19.597,294.5,293.71,0.79,200,1285,
escrituras,accion en bloque,19.601,3581.72,3581.54,0.18,200,30,
escrituras,alta de contacto,19.605,214.15,213.64,0.51,422,200,HTTP 422
escrituras,alta de contacto,19.632,105.35,105.04,0.31,422,200,HTTP 422
escrituras,editar contacto,19.641,342.19,341.36,0.83,200,1268,
escrituras,editar contacto,19.683,401.52,400.08,1.44,200,1292,
escrituras,editar contacto,19.695,398.74,398.24,0.5,200,1283,
escrituras,editar contacto,19.819,295.33,294.9,0.43,200,1268,
escrituras,alta de contacto,19.841,274.36,273.49,0.86,422,200,HTTP 422
escrituras,editar contacto,19.842,362.02,361.24,0.78,200,1281,
escrituras,editar contacto,19.872,490.19,489.18,1.01,200,1273,
escrituras,alta de contacto,20.014,153.46,151.98,1.48,422,200,HTTP 422
escrituras,editar contacto,20.057,312.33,311.51,0.83,200,1277,
escrituras,alta de contacto,20.07,140.56,140.32,0.24,422,200,HTTP 422
escrituras,editar contacto,20.106,369.4,367.65,1.75,200,1275,
escrituras,editar contacto,20.128,338.5,337.47,1.03,200,1273,
escrituras,editar contacto,20.136,446.7,445.76,0.94,200,1273,
escrituras,editar contacto,20.138,479.75,478.97,0.78,200,1289,
escrituras,editar contacto,20.14,564.98,563.86,1.12,200,1264,
escrituras,alta de contacto,20.151,237.91,235.93,1.98,422,200,HTTP 422
escrituras,alta de contacto,20.211,269.27,268.88,0.38,422,200,HTTP 422
escrituras,alta de contacto,20.229,292.93,292.03,0.89,422,200,HTTP 422
escrituras,editar contacto,20.236,515.28,514.54,0.74,200,1277,
escrituras,editar contacto,20.244,537.42,537.01,0.41,200,1278,
escrituras,editar contacto,20.331,444.78,444.0,0.78,200,1280,
escrituras,editar contacto,20.4,426.57,425.6,0.96,200,1277,
escrituras,alta de contacto,20.421,228.21,227.03,1.18,422,200,HTTP 422
escrituras,alta de contacto,20.499,224.89,224.6,0.29,422,200,HTTP 422
escrituras,accion en bloque,20.541,3579.78,3578.65,1.13,200,30,
escrituras,alta de contacto,20.562,176.58,176.04,0.54,422,200,HTTP 422
escrituras,editar contacto,20.607,375.25,374.78,0.46,200,1272,
escrituras,alta de contacto,20.608,201.88,201.47,0.41,422,200,HTTP 422
escrituras,accion en bloque,20.622,3445.68,3445.12,0.56,200,30,
escrituras,alta de contacto,20.64,185.35,184.26,1.08,422,200,HTTP 422
escrituras,alta de contacto,20.75,85.07,84.72,0.34,422,200,HTTP 422
escrituras,editar contacto,20.783,271.86,271.6,0.27,200,1274,
escrituras,editar contacto,20.797,265.45,264.07,1.38,200,1275,
escrituras,accion en bloque,20.884,3849.42,3849.07,0.35,200,30,
escrituras,alta de contacto,20.892,84.83,83.72,1.12,422,200,HTTP 422
escrituras,alta de contacto,20.911,79.09,77.18,1.91,422,200,HTTP 422
escrituras,editar contacto,20.94,193.29,192.73,0.57,200,1288,
escrituras,alta de contacto,20.961,93.77,93.47,0.29,422,200,HTTP 422
escrituras,editar contacto,21.038,227.46,226.98,0.48,200,1282,
escrituras,editar contacto,21.195,161.25,160.74,0.52,200,1289,
escrituras,alta de contacto,21.247,67.22,66.05,1.17,422,200,HTTP 422
escrituras,alta de contacto,21.261,52.67,50.92,1.75,422,200,HTTP 422
escrituras,editar contacto,21.263,258.29,256.93,1.36,200,1287,
escrituras,editar contacto,21.268,320.14,319.65,0.49,200,1291,
escrituras,editar contacto,21.273,261.8,261.07,0.73,200,1279,
escrituras,editar contacto,21.299,257.78,257.17,0.61,200,1285,
escrituras,accion en bloque,21.351,3467.95,3467.44,0.51,200,30,
escrituras,alta de contacto,21.359,51.71,50.55,1.16,422,200,HTTP 422
escrituras,accion en bloque,21.372,3418.91,3418.28,0.63,200,30,
escrituras,accion en bloque,21.452,3346.8,3346.16,0.64,200,30,
escrituras,editar contacto,21.452,259.97,259.2,0.78,200,1266,
escrituras,editar contacto,21.499,234.98,234.56,0.42,200,1268,
escrituras,alta de contacto,21.504,65.13,64.39,0.74,422,200,HTTP 422
escrituras,accion en bloque,21.535,3433.15,3432.46,0.68,200,30,
escrituras,editar contacto,21.579,270.51,269.97,0.54,200,1271,
escrituras,editar contacto,21.59,275.28,274.17,1.11,200,1294,
escrituras,editar contacto,21.64,267.36,266.37,0.99,200,1279,
escrituras,editar contacto,21.659,258.22,256.4,1.83,200,1270,
escrituras,accion en bloque,21.664,3303.69,3303.35,0.34,200,30,
escrituras,alta de contacto,21.676,188.81,188.56,0.25,422,200,HTTP 422
escrituras,alta de contacto,21.684,211.69,211.12,0.57,422,200,HTTP 422
escrituras,accion en bloque,21.758,3215.82,3215.29,0.53,200,30,
escrituras,accion en bloque,21.808,3325.44,3325.07,0.37,200,30,
escrituras,alta de contacto,21.815,102.26,101.96,0.3,422,200,HTTP 422
escrituras,accion en bloque,21.877,3292.93,3292.48,0.45,200,30,
escrituras,editar contacto,21.888,231.59,231.33,0.26,200,1272,
escrituras,alta de contacto,21.986,66.52,66.05,0.48,422,200,HTTP 422
escrituras,editar contacto,22.005,259.59,257.81,1.78,200,1277,
escrituras,accion en bloque,22.05,3317.86,3317.21,0.65,200,30,
escrituras,editar contacto,22.051,262.9,261.71,1.19,200,1271,
escrituras,alta de contacto,22.123,202.52,201.68,0.84,422,200,HTTP 422
escrituras,accion en bloque,22.125,3324.32,3324.02,0.3,200,30,
escrituras,alta de contacto,22.19,172.39,171.24,1.15,422,200,HTTP 422
escrituras,alta de contacto,22.197,212.97,212.04,0.93,422,200,HTTP 422
escrituras,editar contacto,22.269,531.2,530.08,1.12,200,1274,
escrituras,editar contacto,22.279,321.68,321.3,0.38,200,1289,
escrituras,editar contacto,22.356,650.45,649.99,0.47,200,1264,
escrituras,accion en bloque,22.436,3340.2,3338.75,1.45,200,30,
escrituras,editar contacto,22.481,962.93,961.81,1.11,200,1270,
escrituras,editar contacto,22.634,2211.92,2211.56,0.36,200,1291,
escrituras,accion en bloque,22.643,3322.84,3322.55,0.29,200,30,
escrituras,alta de contacto,22.671,2128.18,2127.88,0.3,422,200,HTTP 422
escrituras,alta de contacto,22.69,2144.59,2143.04,1.55,422,200,HTTP 422
escrituras,alta de contacto,22.698,2145.92,2145.76,0.16,422,200,HTTP 422
escrituras,editar contacto,22.752,2259.84,2259.4,0.44,200,1281,
escrituras,editar contacto,22.761,2372.98,2371.12,1.86,200,1288,
escrituras,alta de contacto,22.836,2058.29,2057.08,1.21,422,200,HTTP 422
escrituras,alta de contacto,22.877,2090.6,2090.41,0.19,422,200,HTTP 422
escrituras,editar contacto,22.932,2237.02,2235.97,1.05,200,1290,
escrituras,editar contacto,22.971,2219.7,2218.67,1.03,200,1277,
escrituras,accion en bloque,22.976,3497.67,3496.54,1.13,200,30,
escrituras,editar contacto,23.03,2209.77,2209.0,0.77,200,1271,
escrituras,editar contacto,23.03,2140.49,2139.24,1.25,200,1274,
escrituras,alta de contacto,23.047,1961.99,1961.46,0.53,422,200,HTTP 422
escrituras,editar contacto,23.116,2252.63,2252.19,0.44,200,1266,
escrituras,editar contacto,23.122,2062.5,2061.64,0.86,200,1287,
escrituras,editar contacto,23.167,2172.84,2172.46,0.38,200,1257,
escrituras,editar contacto,23.18,2107.04,2105.85,1.19,200,1266,
escrituras,alta de contacto,23.36,1821.52,1821.1,0.42,422,200,HTTP 422
escrituras,editar contacto,23.367,2028.25,2027.27,0.98,200,1274,
escrituras,editar contacto,23.375,1986.39,1985.95,0.44,200,1279,
escrituras,editar contacto,23.388,1957.54,1957.15,0.39,200,1292,
escrituras,alta de contacto,23.489,1739.9,1739.11,0.79,422,200,HTTP 422
escrituras,alta de contacto,23.579,1663.83,1663.33,0.5,422,200,HTTP 422
escrituras,editar contacto,23.69,1738.32,1737.17,1.15,200,1270,
escrituras,alta de contacto,23.692,1563.21,1563.01,0.2,422,200,HTTP 422
escrituras,editar contacto,23.719,1732.13,1731.59,0.54,200,1280,
escrituras,accion en bloque,23.751,2814.96,2814.37,0.6,200,30,
escrituras,editar contacto,23.788,1650.23,1649.26,0.97,200,1288,
escrituras,alta de contacto,23.821,1574.51,1574.27,0.23,422,200,HTTP 422
escrituras,editar contacto,23.845,1641.56,1641.17,0.39,200,1277,
escrituras,alta de contacto,23.939,1454.66,1454.4,0.26,422,200,HTTP 422
escrituras,alta de contacto,24.003,1402.75,1402.04,0.71,422,200,HTTP 422
escrituras,alta de contacto,24.006,1414.87,1414.71,0.16,422,200,HTTP 422
escrituras,accion en bloque,24.023,2573.29,2573.12,0.17,200,30,
escrituras,alta de contacto,24.083,1366.89,1366.63,0.26,422,200,HTTP 422
escrituras,editar contacto,24.169,1445.37,1444.7,0.67,200,1273,
escrituras,editar contacto,24.296,1305.28,1304.61,0.66,200,1287,
escrituras,editar contacto,24.386,1297.73,1296.29,1.44,200,1267,
escrituras,alta de contacto,24.57,895.52,894.61,0.92,422,200,HTTP 422
escrituras,editar contacto,24.612,979.39,978.45,0.94,200,1264,
escrituras,editar contacto,24.687,977.38,976.43,0.95,200,1279,
escrituras,alta de contacto,24.693,793.42,792.96,0.46,422,200,HTTP 422
escrituras,accion en bloque,24.785,1804.98,1803.55,1.43,200,30,
escrituras,accion en bloque,24.95,1647.71,1647.14,0.57,200,30,
escrituras,editar contacto,24.977,670.91,670.5,0.4,200,1271,
