escenario,operacion,t_rel_s,latencia_ms,servicio_ms,espera_cola_ms,estado,bytes,error
oficina 30rps,resumen,15.875,52101.44,52100.61,0.82,0,0,timeout
oficina 30rps,listar libreta,15.898,53694.26,53692.76,1.51,0,0,timeout
oficina 30rps,listar libreta,16.033,53560.03,53559.08,0.96,0,0,timeout
oficina 30rps,abrir ficha,16.04,51938.84,51938.37,0.47,0,0,timeout
oficina 30rps,listar libreta,16.09,53543.6,53542.42,1.18,0,0,timeout
oficina 30rps,abrir ficha,16.184,53450.6,53449.27,1.33,0,0,timeout
oficina 30rps,listar libreta,16.235,53400.22,53399.03,1.19,0,0,timeout
oficina 30rps,listar libreta,16.244,53465.72,53465.5,0.22,0,0,timeout
oficina 30rps,buscar por texto,16.255,53550.19,53549.15,1.04,0,0,timeout
oficina 30rps,buscar por texto,16.279,53549.09,53547.47,1.62,0,0,timeout
oficina 30rps,buscar por texto,16.279,53630.93,53623.93,7.0,0,0,timeout
oficina 30rps,resumen,16.317,53747.17,53745.52,1.65,0,0,timeout
oficina 30rps,listar libreta,16.33,53762.98,53762.75,0.23,0,0,timeout
oficina 30rps,historial de la ficha,16.334,53759.41,53757.23,2.18,0,0,timeout
oficina 30rps,abrir ficha,16.337,53796.55,53791.6,4.95,0,0,timeout
oficina 30rps,listar libreta,16.36,53863.76,53861.92,1.83,0,0,timeout
oficina 30rps,resumen,16.367,53894.92,53894.41,0.51,0,0,timeout
oficina 30rps,listar libreta,16.403,53859.42,53858.31,1.11,0,0,timeout
oficina 30rps,resumen,16.413,53849.68,53848.93,0.76,0,0,timeout
oficina 30rps,resumen,16.516,53796.2,53795.53,0.66,0,0,timeout
oficina 30rps,listar libreta,16.534,53793.04,53792.52,0.51,0,0,timeout
oficina 30rps,resumen,16.535,53855.25,53849.0,6.25,0,0,timeout
oficina 30rps,listar libreta,16.56,53852.35,53850.45,1.9,0,0,timeout
oficina 30rps,buscar por texto,16.678,53803.19,53802.77,0.42,0,0,timeout
oficina 30rps,resumen,16.714,53830.29,53829.26,1.03,0,0,timeout
oficina 30rps,buscar por texto,16.725,53839.66,53838.67,0.99,0,0,timeout
oficina 30rps,listar libreta,16.755,53809.5,53808.9,0.6,0,0,timeout
oficina 30rps,resumen,16.774,53791.69,53791.15,0.54,0,0,timeout
oficina 30rps,listar libreta,16.78,53785.89,53784.03,1.86,0,0,timeout
oficina 30rps,listar libreta,16.782,53784.54,53777.6,6.95,0,0,timeout
oficina 30rps,resumen,16.784,53782.58,53770.8,11.78,0,0,timeout
oficina 30rps,buscar por texto,16.793,53813.42,53803.71,9.71,0,0,timeout
oficina 30rps,buscar por texto,16.843,53827.64,53826.41,1.24,0,0,timeout
oficina 30rps,abrir ficha,16.857,53834.05,53833.25,0.8,0,0,timeout
oficina 30rps,listar libreta,16.864,53851.81,53849.66,2.15,0,0,timeout
oficina 30rps,listar libreta,16.87,51335.41,51332.63,2.78,0,0,timeout
oficina 30rps,resumen,16.943,53830.99,53830.69,0.3,0,0,timeout
oficina 30rps,resumen,17.0,53946.03,53945.19,0.84,0,0,timeout
oficina 30rps,buscar por texto,17.017,54012.56,54010.85,1.71,0,0,timeout
oficina 30rps,buscar por texto,17.083,53990.23,53989.73,0.51,0,0,timeout
oficina 30rps,etiquetas,17.117,53956.2,53954.45,1.75,0,0,timeout
oficina 30rps,abrir ficha,17.135,54040.16,54039.86,0.3,0,0,timeout
oficina 30rps,resumen,17.173,54019.81,54018.86,0.95,0,0,timeout
oficina 30rps,listar libreta,17.173,54100.13,54091.38,8.75,0,0,timeout
oficina 30rps,filtrar,17.185,54123.17,54117.54,5.63,0,0,timeout
oficina 30rps,abrir ficha,17.2,54125.59,54124.68,0.91,0,0,timeout
oficina 30rps,buscar por texto,17.292,54063.3,54062.32,0.98,0,0,timeout
oficina 30rps,resumen,17.319,54036.56,54036.25,0.31,0,0,timeout
oficina 30rps,resumen,17.331,54129.99,54129.01,0.98,0,0,timeout
oficina 30rps,etiquetas,17.404,54080.89,54079.64,1.25,0,0,timeout
oficina 30rps,buscar por texto,17.41,54106.51,54102.13,4.38,0,0,timeout
oficina 30rps,abrir ficha,17.426,54105.17,54104.65,0.52,0,0,timeout
oficina 30rps,listar libreta,17.45,54103.68,54103.19,0.49,0,0,timeout
oficina 30rps,abrir ficha,17.468,54115.27,54114.52,0.75,0,0,timeout
oficina 30rps,listar libreta,17.532,54108.08,54106.91,1.17,0,0,timeout
oficina 30rps,listar libreta,17.663,54019.48,54019.02,0.46,0,0,timeout
oficina 30rps,buscar por texto,17.705,53977.27,53976.45,0.81,0,0,timeout
oficina 30rps,buscar por texto,17.718,53965.12,53964.6,0.52,0,0,timeout
oficina 30rps,listar libreta,17.719,54122.69,54113.99,8.69,0,0,timeout
oficina 30rps,listar libreta,17.724,54153.37,54139.44,13.93,0,0,timeout
oficina 30rps,resumen,17.728,54183.35,54163.75,19.6,0,0,timeout
oficina 30rps,listar libreta,17.749,54178.43,54170.84,7.59,0,0,timeout
oficina 30rps,etiquetas,17.792,54165.44,54163.79,1.65,0,0,timeout
oficina 30rps,abrir ficha,17.8,54184.2,54179.77,4.44,0,0,timeout
oficina 30rps,etiquetas,17.81,54173.68,54169.94,3.74,0,0,timeout
oficina 30rps,filtrar,17.876,54157.49,54155.52,1.97,0,0,timeout
oficina 30rps,resumen,17.877,54180.67,54167.8,12.87,0,0,timeout
oficina 30rps,resumen,17.916,54157.72,54156.73,0.99,0,0,timeout
oficina 30rps,buscar por texto,17.92,54153.96,54146.29,7.67,0,0,timeout
oficina 30rps,etiquetas,17.946,54247.53,54245.49,2.03,0,0,timeout
oficina 30rps,listar libreta,17.983,54239.94,54239.56,0.38,0,0,timeout
oficina 30rps,listar libreta,17.991,54257.25,54254.38,2.87,0,0,timeout
oficina 30rps,listar libreta,18.033,54247.55,54247.24,0.31,0,0,timeout
oficina 30rps,resumen,18.049,54231.78,54230.61,1.17,0,0,timeout
oficina 30rps,etiquetas,18.053,54248.76,54240.26,8.51,0,0,timeout
oficina 30rps,buscar por texto,18.064,54265.84,54256.99,8.85,0,0,timeout
oficina 30rps,abrir ficha,18.07,54288.24,54274.86,13.38,0,0,timeout
oficina 30rps,etiquetas,18.132,54226.46,54225.6,0.86,0,0,timeout
oficina 30rps,etiquetas,18.173,54185.42,54185.18,0.24,0,0,timeout
oficina 30rps,buscar por texto,18.179,54204.18,54198.16,6.01,0,0,timeout
oficina 30rps,duplicados,18.231,84182.07,84181.64,0.43,0,0,timeout
oficina 30rps,resumen,18.24,54209.44,54206.07,3.38,0,0,timeout
oficina 30rps,abrir ficha,18.322,54148.35,54146.43,1.92,0,0,timeout
oficina 30rps,listar libreta,18.338,54166.29,54165.82,0.47,0,0,timeout
oficina 30rps,etiquetas,18.375,54204.82,54202.61,2.21,0,0,timeout
oficina 30rps,listar libreta,18.376,54258.48,54244.37,14.11,0,0,timeout
oficina 30rps,abrir ficha,18.436,54222.06,54221.02,1.04,0,0,timeout
oficina 30rps,filtrar,18.437,54264.58,54252.27,12.31,0,0,timeout
oficina 30rps,abrir ficha,18.492,54229.99,54229.47,0.52,0,0,timeout
oficina 30rps,buscar por texto,18.498,54231.3,54224.44,6.87,0,0,timeout
oficina 30rps,resumen,18.557,54209.63,54208.56,1.07,0,0,timeout
oficina 30rps,listar libreta,18.566,54256.21,54249.84,6.36,0,0,timeout
oficina 30rps,resumen,18.63,54231.72,54231.08,0.65,0,0,timeout
oficina 30rps,filtrar,18.697,54212.28,54211.84,0.43,0,0,timeout
oficina 30rps,resumen,18.734,54174.89,54174.45,0.44,0,0,timeout
oficina 30rps,listar libreta,18.862,54155.21,54154.86,0.35,0,0,timeout
oficina 30rps,filtrar,18.869,54244.68,54237.84,6.84,0,0,timeout
oficina 30rps,buscar por texto,18.892,54221.45,54220.65,0.81,0,0,timeout
oficina 30rps,listar libreta,18.908,54205.93,54205.4,0.53,0,0,timeout
oficina 30rps,abrir ficha,18.915,54305.04,54298.22,6.82,0,0,timeout
oficina 30rps,resumen,18.96,54260.42,54259.94,0.49,0,0,timeout
oficina 30rps,listar libreta,18.968,54263.18,54256.76,6.43,0,0,timeout
oficina 30rps,abrir ficha,19.03,54209.62,54208.36,1.26,0,0,timeout
oficina 30rps,abrir ficha,19.064,54213.43,54212.91,0.52,0,0,timeout
oficina 30rps,listar libreta,19.11,54167.56,54166.82,0.74,0,0,timeout
oficina 30rps,resumen,19.143,54189.27,54187.45,1.82,0,0,timeout
oficina 30rps,filtrar,19.147,54267.23,54255.25,11.98,0,0,timeout
oficina 30rps,etiquetas,19.192,54251.11,54250.02,1.09,0,0,timeout
oficina 30rps,resumen,19.192,54251.36,54236.0,15.35,0,0,timeout
oficina 30rps,buscar por texto,19.206,54252.13,54236.36,15.76,0,0,timeout
oficina 30rps,resumen,19.264,54286.04,54284.84,1.2,0,0,timeout
oficina 30rps,listar libreta,19.268,54302.28,54290.92,11.37,0,0,timeout
oficina 30rps,resumen,19.306,54270.7,54269.92,0.79,0,0,timeout
oficina 30rps,resumen,19.317,54279.41,54274.94,4.47,0,0,timeout
oficina 30rps,buscar por texto,19.466,54142.49,54141.67,0.82,0,0,timeout
oficina 30rps,resumen,19.472,54168.41,54158.21,10.2,0,0,timeout
oficina 30rps,resumen,19.479,54178.21,54160.13,18.08,0,0,timeout
oficina 30rps,listar libreta,19.49,54201.43,54178.74,22.69,0,0,timeout
oficina 30rps,buscar por texto,19.574,54175.31,54174.57,0.74,0,0,timeout
oficina 30rps,listar libreta,19.649,54130.7,54129.65,1.05,0,0,timeout
oficina 30rps,resumen,19.742,54112.26,54111.82,0.44,0,0,timeout
oficina 30rps,buscar por texto,19.743,54114.02,54099.79,14.22,0,0,timeout
oficina 30rps,listar libreta,19.766,54096.33,54088.8,7.53,0,0,timeout
oficina 30rps,filtrar,19.793,54076.93,54075.78,1.15,0,0,timeout
oficina 30rps,listar libreta,19.823,54046.93,54046.09,0.85,0,0,timeout
oficina 30rps,abrir ficha,19.851,54024.62,54023.7,0.93,0,0,timeout
oficina 30rps,listar libreta,19.871,54045.21,54044.83,0.38,0,0,timeout
oficina 30rps,buscar por texto,19.949,53977.92,53977.61,0.31,0,0,timeout
