proceso,t_s,cpu_pct,rss_mb,hilos,conexiones,cpu_sistema_pct,ram_sistema_pct
contacthub,1239.55,0.0,595.1,47,2,0.7,8.5
contacthub,1240.55,0.0,595.1,47,2,3.8,8.5
contacthub,1241.56,1.0,595.1,47,1,1.5,8.5
contacthub,1242.56,1.0,595.1,47,1,3.2,8.5
contacthub,1243.56,1.0,595.1,47,2,5.7,8.5
contacthub,1244.57,0.0,595.1,47,2,1.2,8.5
contacthub,1245.57,0.0,595.1,47,2,5.0,8.3
contacthub,1246.57,0.0,595.1,47,1,5.0,8.4
contacthub,1247.58,0.0,595.1,47,1,0.5,8.3
contacthub,1248.58,1.0,595.1,47,2,2.2,8.3
contacthub,1249.59,1.0,595.1,47,2,2.3,8.3
contacthub,1250.59,0.0,595.1,47,2,4.2,8.3
contacthub,1251.59,0.0,595.1,47,1,2.2,8.3
contacthub,1252.6,0.0,595.1,47,1,3.5,8.3
contacthub,1253.6,1.0,595.1,47,2,1.8,8.3
contacthub,1254.6,0.0,595.1,47,2,1.7,8.3
contacthub,1255.61,2.0,595.1,47,2,7.5,8.4
contacthub,1256.61,4.0,595.1,47,1,1.7,8.4
contacthub,1257.61,4.0,595.1,47,1,2.5,8.3
contacthub,1258.61,70.8,592.0,48,2,20.4,8.3
contacthub,1259.62,0.0,592.0,48,2,2.8,8.3
contacthub,1260.62,0.0,592.0,48,2,1.5,8.3
contacthub,1261.63,1.0,592.0,48,1,2.7,8.3
contacthub,1262.63,0.0,592.0,48,1,4.5,8.4
contacthub,1263.63,0.0,592.0,48,2,1.7,8.4
contacthub,1264.64,0.0,592.0,48,2,2.5,8.4
contacthub,1265.64,0.0,592.0,48,2,4.5,8.4
contacthub,1266.64,1.0,592.0,48,1,0.7,8.4
contacthub,1267.65,0.0,592.0,48,1,2.3,8.4
contacthub,1268.65,2.0,592.0,48,2,7.5,8.4
contacthub,1269.65,0.0,592.0,48,2,0.5,8.4
contacthub,1270.65,0.0,592.0,48,2,2.7,8.4
contacthub,1271.66,0.0,592.0,48,1,3.3,8.4
contacthub,1272.66,0.0,592.0,48,1,1.5,8.4
contacthub,1273.66,0.0,592.0,48,2,2.8,8.4
contacthub,1274.67,2.0,592.0,48,2,4.0,8.5
contacthub,1275.67,0.0,592.0,48,2,0.5,8.4
contacthub,1276.67,1.0,592.0,48,1,2.0,8.5
contacthub,1277.68,0.0,592.0,48,1,3.7,8.5
contacthub,1278.68,0.0,592.0,48,2,1.8,8.5
contacthub,1279.68,0.0,592.0,48,2,2.0,8.5
contacthub,1280.69,2.0,592.0,48,2,4.5,8.5
contacthub,1281.69,0.0,592.0,48,1,1.0,8.5
contacthub,1282.69,0.0,592.0,48,1,2.7,8.6
contacthub,1283.7,1.0,592.0,48,2,5.5,8.5
contacthub,1284.7,0.0,592.0,48,2,0.7,8.5
contacthub,1285.7,1.0,592.0,47,2,2.0,8.5
contacthub,1286.71,5.0,592.0,47,1,5.5,8.5
contacthub,1287.71,4.0,592.0,47,1,1.7,8.6
contacthub,1288.71,4.0,592.0,47,2,4.2,8.6
contacthub,1289.71,1.0,592.0,47,2,9.0,8.3
contacthub,1290.72,0.0,592.0,47,2,0.7,8.3
contacthub,1291.72,0.0,592.0,47,1,2.7,8.3
contacthub,1292.72,2.0,592.0,47,1,4.5,8.4
contacthub,1293.73,0.0,592.0,47,2,2.3,8.4
contacthub,1294.73,0.0,592.0,47,2,1.8,8.4
contacthub,1295.73,0.0,592.0,47,2,3.8,8.4
contacthub,1296.74,1.0,592.0,47,1,0.7,8.4
contacthub,1297.74,0.0,592.0,47,1,2.7,8.4
contacthub,1298.74,0.0,592.0,47,2,5.2,8.4
contacthub,1299.75,0.0,592.0,47,2,0.5,8.4
contacthub,1300.75,0.0,592.0,47,2,2.2,8.4
contacthub,1301.75,0.0,592.0,47,1,4.0,8.4
contacthub,1302.76,0.0,592.0,47,1,0.5,8.3
contacthub,1303.76,1.0,592.0,47,1,5.2,8.4
contacthub,1304.76,0.0,592.0,47,2,4.0,8.4
contacthub,1305.77,0.0,592.0,47,2,1.0,8.4
contacthub,1306.77,0.0,592.0,47,3,3.3,8.4
contacthub,1307.77,0.0,592.0,47,2,0.3,8.4
contacthub,1308.78,1.0,592.0,47,2,0.5,8.4
contacthub,1309.78,0.0,592.0,47,3,1.7,8.4
contacthub,1310.78,0.0,592.0,47,3,1.0,8.4
contacthub,1311.79,0.0,592.0,47,2,2.2,8.4
contacthub,1312.79,0.0,592.0,47,1,1.0,8.4
contacthub,1313.79,0.0,592.0,47,1,1.0,8.4
contacthub,1314.79,1.0,592.0,47,2,1.8,8.4
contacthub,1315.8,1.0,592.0,47,2,4.0,8.4
contacthub,1316.8,25.9,581.7,51,1,23.2,8.4
